fold_id,t_end,mse,mae,skill_vs_naive,mode,target_granularity,aux_source,lag_window,mollified,run_type
0,730,541.5372314453125,6.617559432983398,0.0,S1_baseline,drug,none,none,False,manual
1,744,278.3883972167969,5.138392925262451,-0.02683492284975153,S1_baseline,drug,none,none,False,manual
2,758,211.10862731933594,4.754464149475098,0.07872095560622716,S1_baseline,drug,none,none,False,manual
3,772,75.97321319580078,3.065476179122925,0.05167550680990696,S1_baseline,drug,none,none,False,manual
4,786,47.345237731933594,2.0565476417541504,0.07420125580961323,S1_baseline,drug,none,none,False,manual
5,800,43.28571319580078,2.327380895614624,0.13032558307079933,S1_baseline,drug,none,none,False,manual
6,814,36.91518020629883,2.0848214626312256,0.07835480341869272,S1_baseline,drug,none,none,False,manual
7,828,94.89137268066406,3.144345283508301,0.029761258870054652,S1_baseline,drug,none,none,False,manual
8,842,1435.0401611328125,19.337797164916992,-18.329851374989197,S1_baseline,drug,none,none,False,manual
9,856,148.6770782470703,4.313988208770752,0.3103260607211985,S1_baseline,drug,none,none,False,manual
10,870,35.3288688659668,1.930059552192688,0.09942344630930666,S1_baseline,drug,none,none,False,manual
11,884,49.12053680419922,2.325892925262451,0.26732954157505906,S1_baseline,drug,none,none,False,manual
12,898,35.511905670166016,2.0386905670166016,0.2649767212923706,S1_baseline,drug,none,none,False,manual
13,912,32.36458206176758,1.8883928060531616,0.17667327591259807,S1_baseline,drug,none,none,False,manual
14,926,38.592262268066406,2.0982143878936768,0.30868476243015164,S1_baseline,drug,none,none,False,manual
15,940,38.494049072265625,2.232142925262451,0.2268746786460547,S1_baseline,drug,none,none,False,manual
16,954,44.074405670166016,2.467261791229248,0.12255961858081899,S1_baseline,drug,none,none,False,manual
17,968,54.38839340209961,2.715773820877075,0.248365102390392,S1_baseline,drug,none,none,False,manual
18,982,35.96875,2.075892925262451,0.023512258198946645,S1_baseline,drug,none,none,False,manual
19,996,77.50892639160156,2.7113094329833984,0.10903185656739356,S1_baseline,drug,none,none,False,manual
20,1010,75.57737731933594,2.5982143878936768,-0.21490763077032882,S1_baseline,drug,none,none,False,manual
21,1024,116.9077377319336,3.407738208770752,0.10977901989153283,S1_baseline,drug,none,none,False,manual
22,1038,52.83928680419922,2.7857143878936768,0.11612275079227652,S1_baseline,drug,none,none,False,manual
23,1052,73.28868865966797,2.767857074737549,-0.023865879372823917,S1_baseline,drug,none,none,False,manual
24,1066,63.2336311340332,2.575892925262451,-0.0089275231272552,S1_baseline,drug,none,none,False,manual
25,1080,83.07737731933594,3.202380895614624,0.05098001005049124,S1_baseline,drug,none,none,False,manual
26,1094,48.35416793823242,2.407738208770752,0.18375237880958073,S1_baseline,drug,none,none,False,manual
27,1108,47.0625,2.467261791229248,0.07009702694755815,S1_baseline,drug,none,none,False,manual
28,1122,53.11160659790039,2.403273820877075,0.11253947168810707,S1_baseline,drug,none,none,False,manual
29,1136,79.67708587646484,2.549107074737549,0.057324947127366355,S1_baseline,drug,none,none,False,manual
30,1150,40.74702453613281,2.175595283508301,0.043957969761699855,S1_baseline,drug,none,none,False,manual
31,1164,79.83184814453125,3.063988208770752,0.10647897782695237,S1_baseline,drug,none,none,False,manual
32,1178,40.53125,2.230654716491699,0.35123739052575476,S1_baseline,drug,none,none,False,manual
33,1192,28.92708396911621,1.7872023582458496,0.013198605606152491,S1_baseline,drug,none,none,False,manual
34,1206,34.032737731933594,1.8005952835083008,0.06481292700805752,S1_baseline,drug,none,none,False,manual
35,1220,40.86606979370117,1.735119104385376,0.0,S1_baseline,drug,none,none,False,manual
36,1234,47.88393020629883,2.110119104385376,0.0,S1_baseline,drug,none,none,False,manual
37,1248,20.936012268066406,1.3645833730697632,-0.16590709834704942,S1_baseline,drug,none,none,False,manual
38,1262,24.446428298950195,1.6071428060531616,-0.18957281266851234,S1_baseline,drug,none,none,False,manual
39,1276,27.5625,1.5892857313156128,-0.12911481222620758,S1_baseline,drug,none,none,False,manual
40,1290,38.65178680419922,2.014880895614624,-0.03659662947373077,S1_baseline,drug,none,none,False,manual
41,1304,37.58035659790039,1.8660714626312256,0.0036690877110087117,S1_baseline,drug,none,none,False,manual
42,1318,17.7738094329834,1.4255952835083008,0.14795262926419372,S1_baseline,drug,none,none,False,manual
43,1332,21.029762268066406,1.6220238208770752,0.19406899092440122,S1_baseline,drug,none,none,False,manual
44,1346,15.669642448425293,1.148809552192688,0.12052123592836528,S1_baseline,drug,none,none,False,manual
45,1360,30.004465103149414,1.4270833730697632,0.0,S1_baseline,drug,none,none,False,manual
46,1374,33.904762268066406,1.827380895614624,0.027737485303274356,S1_baseline,drug,none,none,False,manual
47,1388,19.537202835083008,1.421130895614624,0.18514149357989296,S1_baseline,drug,none,none,False,manual
48,1402,33.1413688659668,1.7872023582458496,-0.34073805778879573,S1_baseline,drug,none,none,False,manual
49,1416,25.912202835083008,1.6860119104385376,0.10075393801586596,S1_baseline,drug,none,none,False,manual
50,1430,19.284225463867188,1.3377976417541504,0.19609181126641628,S1_baseline,drug,none,none,False,manual
51,1444,32.97321319580078,1.75,-0.005490704445945571,S1_baseline,drug,none,none,False,manual
52,1458,66.73213958740234,2.857142925262451,-0.01869560087820088,S1_baseline,drug,none,none,False,manual
53,1472,42.83928680419922,2.1636905670166016,-0.3201265762817942,S1_baseline,drug,none,none,False,manual
54,1486,45.35118865966797,2.3333332538604736,0.12053792100441119,S1_baseline,drug,none,none,False,manual
55,1500,23.391368865966797,1.5997023582458496,0.03800487468458569,S1_baseline,drug,none,none,False,manual
56,1514,59.71577453613281,2.6770832538604736,0.14908822642433295,S1_baseline,drug,none,none,False,manual
