label,seeds,mean_of_mean_mse,std_of_mean_mse,mean_of_mean_mae,mean_of_mean_skill,mean_of_p95_fold_mse,mean_of_max_fold_mse
blend_w0.55,5,5.309733751144688,0.17879307357762445,0.7380852793040293,0.1516362462300193,12.782905654761901,41.66227455357143
pure_S04,5,6.148019688644689,0.5057519538597288,0.775309065934066,-0.033507676808767796,14.87912202380952,79.86011904761905
pure_S11,5,5.582545787545788,0.2882839206976963,0.7479761904761905,0.08098583483605644,14.004702380952375,42.30535714285715
