fold_id,t_end,mse,mae,skill_vs_naive,mode,target_granularity,aux_source,lag_window,mollified,run_type
0,730,537.31396484375,7.055059432983398,0.007798663427611374,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
1,744,270.51934814453125,5.33779764175415,0.0021900454240815215,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
2,758,4383.619140625,20.550594329833984,-18.13013458588934,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
3,772,79.94642639160156,3.4791667461395264,0.002080455715605889,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
4,786,53.50893020629883,2.5089285373687744,-0.04632488421427006,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
5,800,49.962799072265625,2.8794643878936768,-0.0038270122701526965,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
6,814,41.18303680419922,2.6294643878936768,-0.028198910017645185,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
7,828,101.45088958740234,3.638392925262451,-0.03730803569513186,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
8,842,5765.06689453125,23.453868865966797,-76.65489026466769,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
9,856,213.9732208251953,5.889881134033203,0.0074343950891216926,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
10,870,39.53125,2.6622023582458496,-0.00770044529731595,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
11,884,67.10267639160156,3.1949405670166016,-0.0008878540833094917,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
12,898,48.76785659790039,2.8958332538604736,-0.00939415037494018,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
13,912,39.00297546386719,2.4613094329833984,0.0077983408825983425,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
14,926,55.67410659790039,2.9627976417541504,0.00269235418561653,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
15,940,49.19493865966797,2.965773820877075,0.011954998840425057,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
16,954,50.85268020629883,3.0550594329833984,-0.012383364856259682,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
17,968,70.98809814453125,3.627976179122925,0.01896105873379683,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
18,982,37.46428680419922,2.5535714626312256,-0.017088912448152804,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
19,996,88.30357360839844,3.360119104385376,-0.015053035812196747,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
20,1010,63.206844329833984,2.8199405670166016,-0.016051101757156294,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
21,1024,129.42857360839844,4.0089287757873535,0.014436222212203975,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
22,1038,60.47321319580078,3.407738208770752,-0.011574920159762137,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
23,1052,70.28571319580078,3.190476179122925,0.01808662612669698,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
24,1066,63.72916793823242,3.092261791229248,-0.01683408663646402,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
25,1080,90.73958587646484,3.8199405670166016,-0.036547898539192714,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
26,1094,60.8273811340332,3.2083332538604736,-0.026803009356312968,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
27,1108,51.75743865966797,2.950892925262451,-0.022669770777256515,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
28,1122,60.668155670166016,3.078869104385376,-0.013725566435456305,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
29,1136,87.00743865966797,3.090773820877075,-0.029401878050387742,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
30,1150,43.376487731933594,2.6324405670166016,-0.01773677631530668,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
31,1164,90.73661041259766,3.7127976417541504,-0.015572992092076188,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
32,1178,63.5461311340332,3.346726179122925,-0.017149825295493137,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
33,1192,30.14285659790039,2.294642925262451,-0.028275541135737603,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
34,1206,34.744049072265625,2.342261791229248,0.045266771903206604,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
35,1220,40.824405670166016,2.113095283508301,0.0010195285170676582,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
36,1234,47.33481979370117,2.456845283508301,0.011467530134471327,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
37,1248,17.684524536132812,1.663690447807312,0.015165236647328495,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
38,1262,21.1875,1.9970238208770752,-0.030992080323506643,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
39,1276,25.004465103149414,1.9389880895614624,-0.024323334957253806,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
40,1290,37.79018020629883,2.3645832538604736,-0.013489327867202139,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
41,1304,38.59077453613281,2.3199405670166016,-0.023119126061516226,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
42,1318,4833.67724609375,25.061012268066406,-230.71858593672138,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
43,1332,27.360118865966797,2.125,-0.04853150145022456,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
44,1346,18.63541603088379,1.8080357313156128,-0.04593660721655124,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
45,1360,29.891368865966797,1.7276785373687744,0.003769313560292309,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
46,1374,36.282737731933594,2.3482143878936768,-0.04045400903922469,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
47,1388,413.75445556640625,8.415178298950195,-16.256888846036997,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
48,1402,25.078868865966797,1.9360119104385376,-0.014568651973372315,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
49,1416,29.51041603088379,2.200892925262451,-0.02411692175227209,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
50,1430,24.255952835083008,1.9077380895614624,-0.01116631031902715,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
51,1444,33.0788688659668,2.0997023582458496,-0.008712586207759054,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
52,1458,66.50595092773438,3.235119104385376,-0.015242731031722911,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
53,1472,44.8913688659668,2.581845283508301,-0.38336311144710344,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
54,1486,48.46428680419922,2.8065476417541504,0.0601679098266974,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
55,1500,24.369047164916992,2.0357143878936768,-0.002203193646343138,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
56,1514,69.87797546386719,3.392857074737549,0.0042833322063313695,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
57,1528,48.16368865966797,2.235119104385376,-0.00393932068942493,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
58,1542,25.776784896850586,2.0089285373687744,0.0008652121717896977,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
59,1556,29.622024536132812,2.279761791229248,0.003005081181358782,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
60,1570,29.784225463867188,2.2127976417541504,-9.991064401893013e-05,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
61,1584,38.6413688659668,2.373511791229248,-0.0181140953621326,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
62,1598,47.394344329833984,2.623511791229248,0.012342241097171525,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
63,1612,85.17857360839844,2.955357074737549,0.0006634480069617199,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
64,1626,56.22618865966797,2.752976179122925,0.0002645955008997447,S5_y_large_lag_lr_low,drug,y_large_history,1..14,False,manual
