label,w,seed,n_folds,mean_mse,median_mse,mean_mae,median_mae,mean_skill,median_skill,max_fold_mse,p95_fold_mse,p90_fold_mse,min_fold_skill
blend_w0.95,0.95,42,52,0.9537941582107409,0.8928747839861751,0.4077751129918469,0.40227534562211986,-0.16051434324034305,-0.03995777218438701,3.6559209389400924,1.3157046010944695,1.1345472350230412,-4.995917680078464
blend_w0.95,0.95,123,52,0.9553287425779865,0.9108075316820275,0.4146410293335696,0.39969758064516125,-0.1568307857681749,-0.0349395562242556,2.9539523329493087,1.3694830069124415,1.203840581797235,-3.84464935512929
blend_w0.95,0.95,456,52,0.9670974665455513,0.950761448732719,0.4119439028713222,0.3999207949308756,-0.1714376638863415,-0.06346165374813328,3.053842165898617,1.398393001152073,1.144313436059908,-4.008474346272146
blend_w0.95,0.95,789,52,0.9560469885457284,0.8980889976958526,0.40865356921304496,0.3895665322580645,-0.16550499410175534,-0.034758291280453935,3.888256768433179,1.3243150201612897,1.1121293202764975,-5.376961617034378
blend_w0.95,0.95,1024,52,0.9365334904510811,0.8837910426267281,0.40600435350939384,0.39696140552995396,-0.13961113278378154,-0.058896996871645846,2.533573588709677,1.2540224654377874,1.115444556451613,-3.155204373409762
blend_w1.00,1.0,42,52,0.9611895161290323,0.894729262672811,0.40862615207373276,0.4025057603686636,-0.17146075699954821,-0.04236322113993729,3.8773041474654377,1.3197004608294927,1.1386520737327188,-5.35899869748538
blend_w1.00,1.0,123,52,0.9624689826302729,0.9121543778801844,0.4156770648706133,0.40005760368663595,-0.16724565104460412,-0.037928881143095006,3.146889400921659,1.3758064516129025,1.2069412442396312,-4.161077088747977
blend_w1.00,1.0,456,52,0.9756125930521092,0.9508928571428572,0.41285780751506557,0.40092165898617516,-0.18364557814626242,-0.06517334091493199,3.272753456221198,1.4053715437788012,1.172955069124424,-4.367501277635297
blend_w1.00,1.0,789,52,0.9647952853598015,0.9004896313364055,0.40954005671747606,0.3898329493087558,-0.1789870313517087,-0.03648090736091103,4.220910138248848,1.3282114055299534,1.1111751152073732,-5.922532009482116
blend_w1.00,1.0,1024,52,0.9444069035802907,0.8882488479262672,0.40684265331442754,0.39746543778801846,-0.15185647189416235,-0.06508360398115198,2.752016129032258,1.253557027649769,1.118663594470046,-3.513462528188442
