scenario,n_seeds,mean_mse_mean,mean_mse_std,mean_mse_cv,mean_mse_min,mean_mse_max,median_mse_mean,median_mse_std,median_mse_cv,median_mse_min,median_mse_max,mean_mae_mean,mean_mae_std,mean_mae_cv,mean_mae_min,mean_mae_max,median_skill_mean,median_skill_std,median_skill_cv,median_skill_min,median_skill_max,max_fold_mse_mean,max_fold_mse_std,max_fold_mse_cv,max_fold_mse_min,max_fold_mse_max,p95_fold_mse_mean,p95_fold_mse_std,p95_fold_mse_cv,p95_fold_mse_min,p95_fold_mse_max
S04_GRU_H32_L1,5,0.9574430625026042,0.008957588561396588,0.009355740212877904,0.9456808280486327,0.966479089970772,0.8689516127109528,0.012004254274205869,0.013814640652722917,0.859591007232666,0.8876727819442749,0.4068227146680538,0.001569120092062172,0.0038570119992992337,0.4054801074358133,0.40931296463196093,-0.03204476235366518,0.008329472395229732,-0.25993241277000867,-0.04465544941895175,-0.02386995078711535,4.574596786499024,0.5590829733277839,0.12221469987864322,3.7669930458068848,5.088709831237793,1.299303002357482,0.016616277275738854,0.012788608388951567,1.2826181173324578,1.3183899700641621
S11_LATENT16,5,0.9616946558539684,0.01121432089209031,0.011660999490667009,0.9444069054264289,0.9756125945311326,0.9093030035495758,0.024855547873218604,0.02733472536238407,0.888248860836029,0.9508928656578064,0.41070874746029196,0.003533848374066829,0.0086042685867276,0.406842654141096,0.4156770637402168,-0.04940599132653329,0.014515314099992186,-0.29379663701225633,-0.06517330152663439,-0.03648092476282165,3.4539746284484862,0.5889155355697755,0.1705037236577254,2.752016067504883,4.22091007232666,1.3365293669700615,0.05813502992287684,0.043497009014227726,1.2535570740699762,1.405371487140655
