run_id,fold_id,t_end,mse,rmse,mae,naive_mse,skill_vs_naive,worst_h,worst_h_mse,stage1_signature,stage1_reused,full_refit,scenario,seed
RUN_S04_GRU_H32_L1_SEED42,0,730,31.967262268066406,5.65395975112915,1.7083333730697632,31.675594329833984,-0.009207970502315366,5,103.75,85711a2822625fb9e7b7,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,1,744,20.315475463867188,4.507269382476807,1.3630952835083008,20.769344329833984,0.021852825912989426,4,37.5625,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,2,758,17.505952835083008,4.184011459350586,1.3839285373687744,18.230655670166016,0.039751879921080646,4,35.08333206176758,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,3,772,6.211309432983398,2.4922499656677246,0.8898809552192688,6.452381134033203,0.03736166479352365,7,17.41666603088379,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,4,786,2.497023820877075,1.5801974534988403,0.5535714030265808,2.4017856121063232,-0.039653084892631085,12,8.604166984558105,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,5,800,4.300595283508301,2.0737876892089844,0.6726190447807312,4.436011791229248,0.03052663385356391,0,15.0,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,6,814,3.894345283508301,1.9734095335006714,0.7544642686843872,3.5848214626312256,-0.08634288321011319,12,9.666666984558105,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,7,828,5.91220235824585,2.431502103805542,0.7455357313156128,7.114583492279053,0.16900232253062475,8,25.45833396911621,4c872a8892ae5752f6b9,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,8,842,4.138392925262451,2.034304141998291,0.5758928656578064,5.236607074737549,0.20971864678812824,9,21.125,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,9,856,9.8943452835083,3.1455278396606445,0.90625,11.553571701049805,0.14361155670940617,0,55.0625,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,10,870,3.7857143878936768,1.9456912279129028,0.6458333134651184,3.6800594329833984,-0.028710121897304486,0,9.458333015441895,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,11,884,2.886904716491699,1.6990894079208374,0.5952380895614624,3.5208332538604736,0.18005071290260433,0,9.020833015441895,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,12,898,2.514880895614624,1.5858376026153564,0.5178571343421936,3.2127976417541504,0.21723022236734213,0,8.854166984558105,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,13,912,2.730654716491699,1.652469277381897,0.5401785969734192,2.9375,0.07041541566240028,0,6.020833492279053,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,14,926,2.9002976417541504,1.7030260562896729,0.5580357313156128,4.208333492279053,0.31082038838526704,0,6.604166507720947,8c1ece4c95ce7d7f4746,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,15,940,3.706845283508301,1.9253169298171997,0.6741071343421936,5.617559432983398,0.34013243157809314,4,7.083333492279053,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,16,954,1.8214285373687744,1.3496030569076538,0.5029761791229248,3.278273820877075,0.44439402048439436,0,3.8333332538604736,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,17,968,3.3645832538604736,1.834280014038086,0.6205357313156128,3.2604167461395264,-0.03194883226025791,12,10.145833015441895,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,18,982,3.363095283508301,1.8338743448257446,0.5714285969734192,4.2410712242126465,0.2070174949413498,12,13.125,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,19,996,2.8377976417541504,1.684576392173767,0.5282738208770752,4.552083492279053,0.37659367483759076,12,7.729166507720947,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,20,1010,6.032738208770752,2.4561634063720703,0.851190447807312,5.586309432983398,-0.0799147954732855,4,14.729166984558105,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,21,1024,2.8660714626312256,1.692947506904602,0.5773809552192688,2.8660714626312256,0.0,0,7.4375,dcdb6d804ccd23891d89,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,22,1038,3.142857074737549,1.772810459136963,0.6041666865348816,3.142857074737549,0.0,12,11.041666984558105,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,23,1052,3.361607074737549,1.8334685564041138,0.6086309552192688,3.361607074737549,0.0,12,9.9375,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,24,1066,4.086309432983398,2.0214622020721436,0.726190447807312,4.086309432983398,0.0,4,10.854166984558105,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,25,1080,6.572916507720947,2.563770055770874,0.956845223903656,3.8050594329833984,-0.7274149388429869,11,15.270833015441895,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,26,1094,7.544642925262451,2.746751308441162,1.0029761791229248,4.398809432983398,-0.7151556665971452,11,20.22916603088379,13ed4aa07e699b9aa211,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,27,1108,2.4285714626312256,1.5583873987197876,0.511904776096344,4.40029764175415,0.44808927478299143,5,5.541666507720947,bd3a3612260ea60cd6ea,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,28,1122,7.702381134033203,2.7753164768218994,0.8035714030265808,4.855654716491699,-0.5862703556480056,5,18.35416603088379,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,29,1136,3.153273820877075,1.7757459878921509,0.555059552192688,4.465773582458496,0.2939019942114629,1,7.229166507720947,a154bbe53d0827310a5d,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,30,1150,4.31845235824585,2.0780885219573975,0.675595223903656,5.385416507720947,0.198121008457826,5,18.10416603088379,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,31,1164,1.6071428060531616,1.2677313089370728,0.4702380895614624,3.2232143878936768,0.5013850732084235,7,3.0208332538604736,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,32,1178,1.328869104385376,1.1527658700942993,0.3675595223903656,2.141369104385376,0.3794301497747661,0,3.7083332538604736,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,33,1192,1.1354166269302368,1.0655592679977417,0.3616071343421936,2.5625,0.5569105846125906,7,3.1666667461395264,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,34,1206,1.1056547164916992,1.0515011548995972,0.337797611951828,2.296130895614624,0.51847051986305,8,3.5625,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,35,1220,1.898809552192688,1.377972960472107,0.4791666567325592,2.065476179122925,0.08069162385644624,1,6.791666507720947,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,36,1234,2.15625,1.4684175252914429,0.4419642984867096,3.1934523582458496,0.32479030274795795,1,4.854166507720947,dc7b855b2e9a5ff056f3,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,37,1248,1.1220238208770752,1.0592563152313232,0.3839285671710968,1.6339285373687744,0.31329688219783103,7,3.2708332538604736,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,38,1262,1.3452380895614624,1.1598440408706665,0.3779761791229248,2.1309523582458496,0.3687150797360711,12,5.0,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,39,1276,1.8616071939468384,1.3644073009490967,0.456845223903656,2.3988094329833984,0.2239453587475858,12,7.020833492279053,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,40,1290,2.8080356121063232,1.6757193803787231,0.5669642686843872,3.4300594329833984,0.18134491049796508,12,6.0,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,41,1304,2.3526785373687744,1.5338443517684937,0.5401785969734192,3.3363094329833984,0.2948260391827746,0,4.895833492279053,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,42,1318,4.846726417541504,2.201528310775757,0.8080357313156128,4.364583492279053,-0.1104671101183794,13,7.604166507720947,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,43,1332,1.492559552192688,1.2217035293579102,0.3973214328289032,1.8080357313156128,0.1744855887850011,0,4.75,dc5d0ee1e4b8832eccd0,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,44,1346,1.733630895614624,1.3166742324829102,0.480654776096344,2.0,0.133184552192688,0,5.083333492279053,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,45,1360,1.3883928060531616,1.1783008575439453,0.3258928656578064,2.907738208770752,0.522517948188979,1,6.4375,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,46,1374,2.703869104385376,1.6443445682525635,0.4895833432674408,2.9449405670166016,0.08185953405349877,6,12.6875,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,47,1388,1.828869104385376,1.3523569107055664,0.474702388048172,2.3645832538604736,0.22655753338372764,12,6.0,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,48,1402,3.028273820877075,1.7401936054229736,0.5401785969734192,2.863095283508301,-0.057692294881074524,12,10.875,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,49,1416,1.796130895614624,1.340198040008545,0.4241071343421936,2.5535714626312256,0.29662007823197056,5,3.9166667461395264,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,50,1430,1.9285714626312256,1.3887301683425903,0.4702380895614624,2.782738208770752,0.3069518876936851,7,7.229166507720947,ab39a5afdfbf115bc1d2,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,51,1444,3.325892925262451,1.8237030506134033,0.4985119104385376,4.288690567016602,0.22449687770873938,12,12.333333015441895,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,52,1458,2.580357074737549,1.606348991394043,0.6071428656578064,4.120535850524902,0.37378118566573204,12,6.229166507720947,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,53,1472,3.315476179122925,1.8208448886871338,0.625,3.0669643878936768,-0.08102858716267014,12,6.270833492279053,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,54,1486,3.5401785373687744,1.8815362453460693,0.6294642686843872,4.263392925262451,0.16963352910971874,5,9.5,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,55,1500,7.739583492279053,2.782010793685913,0.980654776096344,2.860119104385376,-1.7060353816776619,9,22.79166603088379,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,56,1514,4.270833492279053,2.0665996074676514,0.6904761791229248,4.2589287757873535,-0.002795237281116192,5,19.45833396911621,eddd2300affebaacfcdb,False,True,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,57,1528,5.738095283508301,2.395432233810425,0.898809552192688,3.611607074737549,-0.588792790789757,11,10.9375,,False,False,S04_GRU_H32_L1,42
RUN_S04_GRU_H32_L1_SEED42,58,1542,2.0625,1.4361406564712524,0.431547611951828,3.0625,0.326530612244898,12,6.6875,8a402509bdbd6a77aff7,False,True,S04_GRU_H32_L1,42
