scenario,n_seeds,mean_mse_mean,mean_mse_std,mean_mse_cv,mean_mse_min,mean_mse_max,median_mse_mean,median_mse_std,median_mse_cv,median_mse_min,median_mse_max,mean_mae_mean,mean_mae_std,mean_mae_cv,mean_mae_min,mean_mae_max,median_skill_mean,median_skill_std,median_skill_cv,median_skill_min,median_skill_max,max_fold_mse_mean,max_fold_mse_std,max_fold_mse_cv,max_fold_mse_min,max_fold_mse_max,p95_fold_mse_mean,p95_fold_mse_std,p95_fold_mse_cv,p95_fold_mse_min,p95_fold_mse_max
S04_GRU_H32_L1,5,6.14801968556184,0.5057519408655577,0.08226257668843807,5.792948714586404,7.038278361467214,4.150744032859802,0.1484087052186815,0.03575472350108519,3.961309552192688,4.309523820877075,0.7753090665432122,0.008375363769526564,0.01080261295907309,0.7667124537321237,0.7892857159559543,0.11052695552041995,0.033104417372732765,0.2995144235798361,0.06323778942621336,0.14657587346355336,79.8601188659668,63.56564943777215,0.7959623694582466,46.967262268066406,193.1398773193359,14.879122152328488,2.266421672498249,0.15232227071565296,12.711904811859124,17.962277030944822
S11_LATENT16,5,5.582545768664433,0.2882839288939664,0.05164022667080353,5.292845657238593,6.044734413807209,3.984970235824585,0.2000612452818085,0.050203949701624576,3.765625,4.184523820877075,0.747976190356108,0.014378044349908848,0.019222596300911034,0.7322573244571686,0.7683150176818554,0.16701586832354634,0.02861265037159247,0.171316957237641,0.1291613555463319,0.1998400583678968,42.30535697937012,7.411984584441853,0.1752020338241384,30.870534896850582,48.550594329833984,14.00470246315002,1.796340513268831,0.1282669530463404,11.188988208770752,15.51227707862853
