fold_id,t_end,mse_s11,mae_s11,skill_s11,naive_mse,mse_s04,mae_s04,skill_s04,mse_blend,mae_blend,skill_blend,blend_best_mse,s11_best_mse
23,1052,3.2455357142857144,0.5967261904761905,0.03452853289252922,3.361607074737549,3.2842261904761907,0.59375,0.02301901517368732,3.2069642857142857,0.5927083333333334,0.04600263671069782,True,False
24,1066,3.636904761904762,0.6666666666666666,0.10997813025396075,4.086309432983398,3.9895833333333335,0.7127976190476191,0.0236707721812065,3.735576636904762,0.6847470238095238,0.08583118871215001,False,True
25,1080,6.90625,0.7693452380952381,-0.8150176420726967,3.8050594329833984,32.26190476190476,2.0327380952380953,-7.478686162494302,8.427712053571428,1.0825148809523808,-1.2148700176710743,False,True
26,1094,2.9598214285714284,0.5758928571428571,0.3271312445640563,4.398809432983398,3.3125,0.6071428571428571,0.2469553295121113,2.934006696428572,0.5789434523809524,0.3329998170803584,True,False
27,1108,2.6264880952380953,0.5252976190476191,0.40311126449367574,4.40029764175415,2.9479166666666665,0.5758928571428571,0.33006425776882253,2.3711532738095236,0.5157738095238096,0.4611379804607312,True,False
28,1122,2.513392857142857,0.49851190476190477,0.4823781747482181,4.855654716491699,2.7395833333333335,0.5431547619047619,0.4357952751400056,2.536361607142857,0.515625,0.47764786517287094,False,True
29,1136,3.0773809523809526,0.5565476190476191,0.3108963328394285,4.465773582458496,3.730654761904762,0.6086309523809523,0.16461175359209257,3.297325148809524,0.5759672619047619,0.26164524736288086,False,True
30,1150,5.230654761904762,0.7723214285714286,0.028737191560635478,5.385416507720947,4.613095238095238,0.7083333333333334,0.14340975642616494,4.845576636904762,0.741889880952381,0.10024106214296136,False,False
31,1164,2.7113095238095237,0.6041666666666666,0.1588181245426481,3.2232143878936768,1.5848214285714286,0.4479166666666667,0.5083102648945774,1.7885751488095236,0.5002232142857143,0.4450958162983595,False,False
32,1178,1.5104166666666667,0.3913690476190476,0.2946490805469091,2.141369104385376,1.9494047619047619,0.4166666666666667,0.08964561134625715,1.5691108630952382,0.3933779761904762,0.2672394217877677,False,True
33,1192,1.1592261904761905,0.36755952380952384,0.5476190476190477,2.5625,1.755952380952381,0.44345238095238093,0.3147502903600464,1.3183668154761905,0.39605654761904757,0.4855153890824623,False,True
34,1206,1.2455357142857142,0.3645833333333333,0.4575502134200796,2.296130895614624,1.7157738095238095,0.40922619047619047,0.2527543561210893,1.2545758928571427,0.37098214285714287,0.4536130778723222,False,True
35,1220,1.7068452380952381,0.45982142857142855,0.17363111937702147,2.065476179122925,1.8452380952380953,0.48214285714285715,0.10662823716434744,1.6612090773809522,0.4563244047619047,0.19572586013247506,True,False
36,1234,1.9241071428571428,0.43005952380952384,0.3974836863030432,3.1934523582458496,2.206845238095238,0.47172619047619047,0.30894687299877266,1.9467410714285716,0.4321428571428571,0.39039608140642235,False,True
37,1248,0.8556547619047619,0.32589285714285715,0.4763205719616841,1.6339285373687744,0.9657738095238095,0.35267857142857145,0.4089253064402312,0.8551190476190476,0.32961309523809523,0.4766484408209777,True,False
38,1262,1.4657738095238095,0.3854166666666667,0.31215083065939564,2.1309523582458496,1.1517857142857142,0.3630952380952381,0.4594972009445404,1.1804724702380953,0.35974702380952384,0.4460352594603134,False,False
39,1276,1.2946428571428572,0.37202380952380953,0.46029774631463316,2.3988094329833984,1.4508928571428572,0.40922619047619047,0.39516126742157154,1.2946093749999998,0.38340773809523804,0.4603117041315389,True,False
40,1290,1.681547619047619,0.4017857142857143,0.5097613753050798,3.4300594329833984,1.8288690476190477,0.4270833333333333,0.4668112657079142,1.6892819940476191,0.40855654761904764,0.5075064945512286,False,True
41,1304,1.6130952380952381,0.41369047619047616,0.5165031090498179,3.3363094329833984,2.4151785714285716,0.4806547619047619,0.27609275460134164,1.6525037202380954,0.4264136904761905,0.5046911105123748,False,True
42,1318,2.543154761904762,0.5431547619047619,0.4173201712365906,4.364583492279053,1.8348214285714286,0.49255952380952384,0.5796113347774816,1.9813244047619047,0.5044642857142857,0.5460450216459676,False,False
43,1332,4.614583333333333,0.7336309523809523,-1.5522633504458136,1.8080357313156128,3.0476190476190474,0.5446428571428571,-0.6855966919422853,3.4280766369047617,0.6143601190476191,-0.8960226158862081,False,False
44,1346,1.7202380952380953,0.4732142857142857,0.13988095238095233,2.0,1.9895833333333333,0.4836309523809524,0.00520833333333337,1.7725706845238096,0.47522321428571435,0.11371465773809519,False,True
45,1360,2.800595238095238,0.5208333333333334,0.036847529929734835,2.907738208770752,2.4226190476190474,0.4017857142857143,0.1668372894397494,1.735528273809524,0.390625,0.4031346190057393,True,False
46,1374,2.7708333333333335,0.5773809523809523,0.05912079708272311,2.9449405670166016,2.8913690476190474,0.5014880952380952,0.0181910358387386,2.282563244047619,0.48861607142857144,0.224920438255231,True,False
47,1388,1.6532738095238095,0.4211309523809524,0.3008181011073997,2.3645832538604736,2.607142857142857,0.5,-0.10258027620147225,1.8795796130952378,0.4368303571428572,0.20511167875920955,False,True
48,1402,2.2738095238095237,0.47023809523809523,0.2058212184180941,2.863095283508301,3.2291666666666665,0.5684523809523809,-0.12785860996906795,2.5873363095238093,0.5081845238095238,0.09631498314879328,False,True
49,1416,1.6488095238095237,0.40773809523809523,0.3543123629246021,2.5535714626312256,2.8645833333333335,0.5372023809523809,-0.12179485683225733,1.7513653273809524,0.4235863095238095,0.3141506501735698,False,True
50,1430,2.232142857142857,0.5505952380952381,0.19786099529323498,2.782738208770752,1.3005952380952381,0.37202380952380953,0.5326203399241916,1.5683928571428571,0.446577380952381,0.43638504973283865,False,False
51,1444,3.3898809523809526,0.5178571428571429,0.20957669959875413,4.288690567016602,3.1145833333333335,0.4836309523809524,0.2737682318964848,3.199334077380952,0.5024553571428572,0.2540067819333146,False,False
52,1458,2.575892857142857,0.6235119047619048,0.37486459271681327,4.120535850524902,2.8958333333333335,0.6577380952380952,0.2972192359485376,2.6576227678571427,0.6332589285714286,0.35502981547446155,False,True
53,1472,4.010416666666667,0.7038690476190477,-0.307617617764689,3.0669643878936768,3.8363095238095237,0.6755952380952381,-0.25084906070403257,3.869825148809524,0.6884672619047618,-0.2617770079382089,False,False
54,1486,3.392857142857143,0.5952380952380952,0.20418849439070152,4.263392925262451,3.5297619047619047,0.6130952380952381,0.17207680205909825,3.38375,0.5979166666666667,0.20632462001102114,True,False
55,1500,13.691964285714286,1.3199404761904763,-3.7872007374520216,2.860119104385376,2.8824404761904763,0.6145833333333334,-0.007804350445012931,6.364464285714286,0.9566964285714286,-1.2252444927750568,False,False
56,1514,4.282738095238095,0.6934523809523809,-0.005590447904670448,4.2589287757873535,3.6919642857142856,0.6294642857142857,0.13312373132331912,3.6563206845238096,0.6438244047619047,0.14149287837107327,True,False
57,1528,5.470238095238095,0.8125,-0.514627140228318,3.611607074737549,4.071428571428571,0.5922619047619048,-0.12731769740606036,3.8389880952380957,0.6482142857142857,-0.06295840488602167,True,False
58,1542,3.174107142857143,0.5550595238095238,-0.036443148688046545,3.0625,1.6845238095238095,0.40773809523809523,0.4499514091350826,2.1498549107142857,0.4688244047619048,0.2980065597667638,False,False
59,1556,2.2544642857142856,0.4895833333333333,-0.039807846075783804,2.168154716491699,1.5654761904761905,0.38095238095238093,0.27796841315397713,1.7473772321428571,0.43072916666666666,0.194071705837351,False,False
60,1570,3.625,0.6041666666666666,-0.012048179939651238,3.581845283508301,2.550595238095238,0.5,0.287910270764958,2.9728348214285716,0.5532738095238096,0.17002701509296436,False,False
61,1584,3.267857142857143,0.5952380952380952,-0.03195486131939118,3.1666667461395264,1.900297619047619,0.4806547619047619,0.3999060300979679,2.4347879464285715,0.5334077380952381,0.2311196151610162,False,False
62,1598,5.071428571428571,0.7113095238095238,-0.03398060645827061,4.904761791229248,3.1413690476190474,0.5877976190476191,0.35952668420381184,3.9587165178571433,0.648139880952381,0.1928830213658559,False,False
63,1612,4.395833333333333,0.6458333333333334,-0.020379933188748423,4.308035850524902,3.7708333333333335,0.6101190476190477,0.12469778243050478,3.936324404761905,0.6211309523809524,0.08628327587332107,False,False
64,1626,4.075892857142857,0.6800595238095238,0.012617213649119274,4.127976417541504,2.6845238095238093,0.5654761904761905,0.3496755945319501,3.1370870535714284,0.6182291666666666,0.24004239940891403,False,False
65,1640,4.688988095238095,0.6443452380952381,-0.11777223546527016,4.194940567016602,3.775297619047619,0.6502976190476191,0.10003549305763548,3.969925595238095,0.628125,0.053639608996542854,False,False
66,1654,3.9851190476190474,0.6934523809523809,0.19796346211440552,4.96875,4.836309523809524,0.7916666666666666,0.026654687032045543,4.146436011904762,0.7290178571428572,0.1654971548367774,False,True
67,1668,4.2023809523809526,0.6458333333333334,0.16573116315216174,5.03720235824585,5.065476190476191,0.8065476190476191,-0.005613003055963572,4.148809523809524,0.6854166666666666,0.1763663182961145,True,False
68,1682,4.659226190476191,0.8050595238095238,0.14266151949083505,5.434523582458496,5.772321428571429,0.8973214285714286,-0.06215776617535962,4.96344494047619,0.8376488095238095,0.08668260148927298,False,True
69,1696,3.7767857142857144,0.6130952380952381,0.01551588049335062,3.8363094329833984,3.8080357142857144,0.6473214285714286,0.007370030804761285,3.654944196428571,0.6128720238095239,0.047275966582754014,True,False
70,1710,5.126488095238095,0.9330357142857143,0.10075699325608933,5.700892925262451,5.949404761904762,1.0119047619047619,-0.04359173903110447,5.365316220238095,0.9671874999999999,0.0588638849078027,False,True
71,1724,4.349702380952381,0.6532738095238095,0.08684787310240139,4.763392925262451,5.589285714285714,0.7589285714285714,-0.17338330093307563,4.75319568452381,0.6975446428571429,0.0021407515396347776,False,True
72,1738,13.572916666666666,1.2336309523809523,-0.29873278608965026,10.450892448425291,6.846726190476191,0.8675595238095238,0.34486684039047455,9.790372023809525,1.0373511904761905,0.06320229854774673,False,False
73,1752,2.3229166666666665,0.53125,0.20801620782282537,2.9330356121063232,2.7261904761904763,0.5327380952380952,0.07052254499129784,1.9537760416666667,0.5008184523809524,0.33387237659089086,True,False
74,1766,2.9702380952380953,0.5386904761904762,0.4144910347494559,5.072916507720947,5.440476190476191,0.6934523809523809,-0.0724552990761469,3.8358184523809524,0.5980654761904761,0.2438632793299751,False,True
75,1780,2.8199404761904763,0.6235119047619048,0.1648303498097785,3.376488208770752,3.1607142857142856,0.6101190476190477,0.06390483535407376,2.2488355654761905,0.5631696428571429,0.33397203649797313,True,False
76,1794,3.181547619047619,0.6904761904761905,0.10393965940720518,3.550595283508301,2.1770833333333335,0.5223214285714286,0.3868399072557255,2.306357886904762,0.5978422619047619,0.3504306453576209,False,False
77,1808,4.815476190476191,0.7797619047619048,0.07224774700795844,5.190476417541504,3.462797619047619,0.5907738095238095,0.3328555337724102,3.443277529761905,0.6610863095238095,0.3366162847546793,True,False
78,1822,3.8526785714285716,0.7247023809523809,0.39452760020522715,6.363095283508301,4.559523809523809,0.7321428571428571,0.28344247471178685,3.6687611607142863,0.7151041666666667,0.42343136520006497,True,False
79,1836,8.851190476190476,1.0446428571428572,0.0431145431145431,9.25,9.626488095238095,1.099702380952381,-0.04070141570141561,9.156246279761906,1.0694196428571427,0.010135537323037291,False,True
80,1850,9.06547619047619,0.9583333333333334,0.20975484765622532,11.471726417541504,9.651785714285714,0.9791666666666666,0.15864575540024262,9.002261904761905,0.9590773809523809,0.21526528988727645,True,False
81,1864,6.947916666666667,0.9181547619047619,0.10469796823996658,7.760416507720947,4.244047619047619,0.7440476190476191,0.45311600030421617,5.123106398809524,0.8203125,0.3398413095853201,False,False
82,1878,5.188988095238095,0.8526785714285714,0.336693918423296,7.822916507720947,6.239583333333333,0.9241071428571429,0.20239678805531403,5.4960193452380945,0.8764880952380952,0.2974462478522283,False,True
83,1892,3.6458333333333335,0.6428571428571429,0.5196078517610225,7.589285850524902,4.833333333333333,0.6964285714285714,0.36313726633461274,3.9599627976190472,0.6537202380952382,0.47821667603346873,False,True
84,1906,3.2663690476190474,0.6711309523809523,0.3753557009905495,5.229166507720947,3.0639880952380953,0.6651785714285714,0.414058035689996,3.125208333333334,0.6671130952380953,0.40235057944341335,False,False
85,1920,4.132440476190476,0.8110119047619048,0.4777129945515389,7.91220235824585,4.056547619047619,0.7232142857142857,0.48730486969661335,3.282496279761905,0.7118303571428571,0.5851349433270006,True,False
86,1934,5.125,0.7440476190476191,0.07618022726100637,5.547618865966797,3.9092261904761907,0.6741071428571429,0.29533259495199293,4.369073660714285,0.7012648809523809,0.21244163193736698,False,False
87,1948,4.462797619047619,0.7931547619047619,0.1079714860537625,5.002976417541504,2.925595238095238,0.5684523809523809,0.4152290568795255,2.7895275297619047,0.6334077380952381,0.44242640841135583,True,False
88,1962,3.1011904761904763,0.6994047619047619,0.4335417209449667,5.47470235824585,4.855654761904762,0.7693452380952381,0.11307420126843881,3.3666034226190478,0.7176339285714286,0.3850618349053515,False,True
89,1976,8.782738095238095,1.0654761904761905,-0.8210429480124564,4.822916507720947,10.691964285714286,1.1473214285714286,-1.2169084346779906,9.488307291666667,1.0996279761904764,-0.9673380777952414,False,True
90,1990,3.300595238095238,0.7023809523809523,0.4422931815388832,5.918154716491699,4.517857142857143,0.8333333333333334,0.23661050457711874,3.4947916666666665,0.7397321428571428,0.40947950263483646,False,True
91,2004,4.605654761904762,0.9122023809523809,0.3316778057477221,6.891368865966797,5.380952380952381,0.9404761904761905,0.21917510358118342,4.66321056547619,0.8962053571428571,0.3233259376804548,False,True
92,2018,3.8154761904761907,0.7708333333333334,0.46827043057384876,7.175595283508301,5.949404761904762,0.9255952380952381,0.17088345609760036,4.23875744047619,0.8123511904761904,0.40928142223710084,False,True
93,2032,5.479166666666667,0.8571428571428571,0.41088000287656246,9.3005952835083,7.995535714285714,1.0491071428571428,0.14032000419765622,6.202347470238095,0.9286458333333333,0.33312360325623236,False,True
94,2046,4.145833333333333,0.7738095238095238,0.4574488673360494,7.641368865966797,6.791666666666667,0.9642857142857143,0.11119764196759852,5.051391369047619,0.8535714285714286,0.33894156169511,False,True
95,2060,10.549107142857142,1.2336309523809523,-0.34669450154967874,7.833333492279053,7.098214285714286,0.9583333333333334,0.09384500318917088,8.562712053571428,1.0923363095238094,-0.09311215487139535,False,False
96,2074,2.0654761904761907,0.5357142857142857,0.4535432906727014,3.779761791229248,2.799107142857143,0.5729166666666666,0.25944879665371146,2.2810677083333335,0.5508184523809524,0.3965049031326685,False,True
97,2088,9.635416666666666,1.0580357142857142,0.013558846882107845,9.767857551574709,9.370535714285714,1.037202380952381,0.04067645696009781,9.452135416666668,1.0459821428571427,0.03232255724871236,False,False
98,2102,38.666666666666664,2.0654761904761907,-0.43756568391556616,26.897321701049805,38.007440476190474,2.0580357142857144,-0.4130566938457312,38.27167782738095,2.0621279761904763,-0.4228806218236667,False,False
99,2116,2.5476190476190474,0.6279761904761905,0.465834638471586,4.769345283508301,3.1547619047619047,0.7113095238095238,0.33853354764004806,2.659516369047619,0.6571428571428571,0.44237286022384703,False,True
100,2130,4.647321428571429,0.7574404761904762,0.25784219994086055,6.261904716491699,3.3407738095238093,0.6741071428571429,0.46649239156811784,3.522388392857143,0.6880952380952381,0.43748930200416725,False,False
101,2144,5.587797619047619,0.7991071428571429,0.362911412267254,8.770833015441895,5.075892857142857,0.7782738095238095,0.42127585279456814,5.244739583333334,0.7880952380952382,0.4020249189444759,False,False
102,2158,11.514880952380953,1.1220238095238095,0.29204026408242145,16.264881134033203,10.453869047619047,1.1175595238095237,0.3572735661901022,10.895628720238095,1.1183779761904762,0.33011322797559817,False,False
103,2172,7.879464285714286,0.8348214285714286,0.14195431511204482,9.183035850524902,10.123511904761905,0.8973214285714286,-0.10241450317143697,8.621897321428571,0.8549107142857143,0.061105993511313184,False,True
104,2186,26.363095238095237,1.818452380952381,0.3937651773599623,43.48660659790039,27.043154761904763,1.8169642857142858,0.3781268101243279,26.169334077380952,1.8067708333333334,0.3982208287862945,True,False
105,2200,9.177083333333334,1.0699404761904763,0.37863980039923506,14.7693452835083,9.099702380952381,1.0580357142857142,0.38387909509345264,8.777641369047618,1.0552083333333333,0.4056851403664534,True,False
106,2214,6.614583333333333,0.9181547619047619,0.43619987888732514,11.732142448425291,5.2663690476190474,0.8526785714285714,0.5511161690398748,5.599806547619048,0.8742559523809523,0.5226953156905572,False,False
107,2228,12.132440476190476,1.0967261904761905,0.1030803170644059,13.526785850524902,9.046130952380953,0.9300595238095238,0.33124313104802194,10.276592261904762,0.9991071428571429,0.24027833548455402,False,False
108,2242,7.305059523809524,0.9508928571428571,0.23452362024629891,9.5431547164917,8.24702380952381,1.0208333333333333,0.13581786583927236,7.622503720238096,0.9796875,0.20125954711123895,False,True
109,2256,6.183035714285714,0.90625,0.3134501337604745,9.005952835083008,7.175595238095238,0.9672619047619048,0.20323863898748695,6.465792410714285,0.9240327380952381,0.28205348960672294,False,True
110,2270,10.169642857142858,1.0982142857142858,-0.022900777376046122,9.941964149475098,7.873511904761905,0.9866071428571429,0.20805267587113563,8.878939732142857,1.0307291666666667,0.10692297833203956,False,False
111,2284,6.200892857142857,0.8377976190476191,0.3476831870806658,9.505952835083008,6.748511904761905,0.90625,0.2900751748046122,6.344933035714286,0.865922619047619,0.3325305578734359,False,True
112,2298,2.705357142857143,0.5505952380952381,0.3249164653560449,4.007440567016602,3.8898809523809526,0.6369047619047619,0.029335335775963367,3.046875,0.5818452380952381,0.2396955241014862,False,True
113,2312,4.683035714285714,0.7544642857142857,0.023580552029732305,4.796131134033203,5.540178571428571,0.8199404761904762,-0.15513492367121273,4.945736607142857,0.7742559523809524,-0.031192948843299595,False,True
114,2326,5.282738095238095,0.7708333333333334,0.18949770842423508,6.517857074737549,5.622023809523809,0.8154761904761905,0.13744291335965075,5.349233630952381,0.7895833333333334,0.17929565352309051,False,True
115,2340,7.010416666666667,0.9479166666666666,0.21679131918292782,8.950892448425293,12.599702380952381,1.2217261904761905,-0.4076476120734769,9.07110863095238,1.0662202380952381,-0.013430636466672974,False,True
116,2354,3.4419642857142856,0.6681547619047619,0.02569506079762751,3.532738208770752,3.6711309523809526,0.6800595238095238,-0.03917435582025641,3.441227678571429,0.6632440476190476,0.02590356963675633,True,False
117,2368,3.994047619047619,0.6875,0.3017690044929233,5.720238208770752,5.927083333333333,0.8377976190476191,-0.03616022917462236,4.707384672619047,0.7518601190476191,0.177064922680792,False,True
118,2382,2.361607142857143,0.5669642857142857,0.31800602080206375,3.4627976417541504,3.049107142857143,0.6026785714285714,0.11946713082761728,2.490513392857143,0.5727678571428572,0.280779978931855,False,True
119,2396,3.511904761904762,0.6904761904761905,0.32916427461935005,5.235118865966797,3.8333333333333335,0.7083333333333334,0.26776575060146,3.4709226190476192,0.687797619047619,0.336992586431631,True,False
120,2410,6.053571428571429,0.9285714285714286,0.2263217908690024,7.824404716491699,5.563988095238095,0.8913690476190477,0.28889311112566374,5.559609375,0.895014880952381,0.2894527345598742,True,False
121,2424,5.241071428571429,0.9910714285714286,0.20568333948537154,6.598214149475098,4.645833333333333,0.8869047619047619,0.29589533954381897,4.285223214285715,0.9059523809523808,0.3505480244792277,True,False
122,2438,4.376488095238095,0.6622023809523809,0.14106310325107618,5.095238208770752,3.912202380952381,0.6473214285714286,0.23218459654779977,3.9082738095238096,0.6465773809523809,0.23295562456800278,True,False
123,2452,5.3586309523809526,0.6830357142857143,0.34894232148459525,8.2306547164917,6.026785714285714,0.6845238095238095,0.2677635106949766,5.411432291666666,0.673139880952381,0.342527116242184,False,True
124,2466,3.2455357142857144,0.6205357142857143,0.2782924850682239,4.497023582458496,4.962797619047619,0.7306547619047619,-0.10357384791264246,3.381138392857143,0.6319940476190476,0.24813861193747744,False,True
125,2480,4.041666666666667,0.7916666666666666,0.39374998554587326,6.666666507720947,6.386904761904762,0.9434523809523809,0.041964262872933755,4.840684523809524,0.8546130952380951,0.273897304116934,False,True
126,2494,4.3898809523809526,0.7976190476190477,0.43225558621810556,7.732142925262451,4.791666666666667,0.8660714285714286,0.3802925381770509,4.220059523809524,0.8037202380952382,0.4542186345234581,True,False
127,2508,4.883928571428571,0.8660714285714286,0.31367626636298174,7.1160712242126465,4.6101190476190474,0.8452380952380952,0.3521538918929059,4.668638392857143,0.8537202380952381,0.3439303450235348,False,False
128,2522,4.208333333333333,0.7559523809523809,0.2686837168466498,5.754464149475098,3.918154761904762,0.7038690476190477,0.31911040539505975,4.0125632440476195,0.7258184523809523,0.3027042762246366,False,False
129,2536,4.845238095238095,0.8392857142857143,0.16469985261450426,5.800595283508301,5.145833333333333,0.8601190476190477,0.11287840612437217,4.907581845238095,0.8473214285714286,0.15395203330408802,False,True
