fold_id,t_end,mse,skill_vs_naive,mode,run_type
98,2102,49.86606979370117,-0.04363259215071125,ts_supply_ts_latent,manual
99,2116,48.77678680419922,0.01785815511099975,ts_supply_ts_latent,manual
100,2130,53.76339340209961,0.005614700285677343,ts_supply_ts_latent,manual
101,2144,87.78571319580078,0.002097579145973194,ts_supply_ts_latent,manual
102,2158,103.42559814453125,0.01275562668555874,ts_supply_ts_latent,manual
103,2172,86.43452453613281,0.006414764614368185,ts_supply_ts_latent,manual
104,2186,75.90327453613281,0.005459439968802604,ts_supply_ts_latent,manual
105,2200,78.34077453613281,0.020193591375650355,ts_supply_ts_latent,manual
106,2214,68.51637268066406,0.019192983203395686,ts_supply_ts_latent,manual
107,2228,36.32143020629883,0.02617294855138108,ts_supply_ts_latent,manual
108,2242,67.11904907226562,0.011462521565968498,ts_supply_ts_latent,manual
109,2256,56.886905670166016,0.0009146994676614284,ts_supply_ts_latent,manual
110,2270,1202.90771484375,-14.982007263022748,ts_supply_ts_latent,manual
111,2284,42.95089340209961,0.05986775229841168,ts_supply_ts_latent,manual
112,2298,30.127975463867188,0.04832190730177521,ts_supply_ts_latent,manual
113,2312,41.56547546386719,0.020479764572963077,ts_supply_ts_latent,manual
114,2326,79.03571319580078,0.025878969749724923,ts_supply_ts_latent,manual
115,2340,38.29464340209961,0.009621323893931,ts_supply_ts_latent,manual
116,2354,26.94791603088379,0.004453036342106476,ts_supply_ts_latent,manual
117,2368,32.157737731933594,0.039085806987283034,ts_supply_ts_latent,manual
118,2382,30.876487731933594,-0.026720777600169,ts_supply_ts_latent,manual
119,2396,51.488094329833984,-0.014216605993087272,ts_supply_ts_latent,manual
120,2410,60.2038688659668,-0.004444110381093491,ts_supply_ts_latent,manual
121,2424,40.7663688659668,0.019260351689941668,ts_supply_ts_latent,manual
122,2438,31.002975463867188,0.017356847869232417,ts_supply_ts_latent,manual
123,2452,72.02678680419922,0.0,ts_supply_ts_latent,manual
124,2466,37.95535659790039,-0.016296773719078894,ts_supply_ts_latent,manual
125,2480,42.2038688659668,-0.012242160983918282,ts_supply_ts_latent,manual
126,2494,11963.4638671875,-270.52040435208346,ts_supply_ts_latent,manual
127,2508,38.550594329833984,0.05881923983068105,ts_supply_ts_latent,manual
128,2522,41.27381134033203,0.04746199706254006,ts_supply_ts_latent,manual
129,2536,32.35416793823242,0.028854684264595476,ts_supply_ts_latent,manual
