run_id,fold_id,t_end,mse,rmse,mae,naive_mse,skill_vs_naive,worst_h,worst_h_mse,stage1_signature,stage1_reused,full_refit
RUN_S11_LATENT16_SEED42,0,730,30.870534896850586,5.556126117706299,1.641369104385376,31.675594329833984,0.025415764092708626,5,97.77083587646484,859eee39371ea334d2aa,False,True
RUN_S11_LATENT16_SEED42,1,744,19.894344329833984,4.460307598114014,1.3318452835083008,20.769344329833984,0.04212939927733361,12,36.8125,,False,False
RUN_S11_LATENT16_SEED42,2,758,17.45089340209961,4.177426815032959,1.34375,18.230655670166016,0.04277203640801941,4,34.3125,,False,False
RUN_S11_LATENT16_SEED42,3,772,6.1964287757873535,2.489262580871582,0.8779761791229248,6.452381134033203,0.03966789204311327,7,20.10416603088379,,False,False
RUN_S11_LATENT16_SEED42,4,786,2.050595283508301,1.4319900274276733,0.488095223903656,2.4017856121063232,0.1462205147819312,12,6.1875,,False,False
RUN_S11_LATENT16_SEED42,5,800,4.13095235824585,2.0324745178222656,0.6607142686843872,4.436011791229248,0.06876885079218076,0,15.0,,False,False
RUN_S11_LATENT16_SEED42,6,814,3.1666667461395264,1.7795131206512451,0.6517857313156128,3.5848214626312256,0.11664589739004116,12,8.604166984558105,,False,False
RUN_S11_LATENT16_SEED42,7,828,5.470238208770752,2.3388540744781494,0.7232142686843872,7.114583492279053,0.2311231972037141,8,22.83333396911621,954ad7b25e5e82c433c8,False,True
RUN_S11_LATENT16_SEED42,8,842,4.8348212242126465,2.1988227367401123,0.6413690447807312,5.236607074737549,0.07672636972577118,9,25.14583396911621,,False,False
RUN_S11_LATENT16_SEED42,9,856,9.875,3.142451286315918,0.949404776096344,11.553571701049805,0.14528595524250587,0,55.0625,,False,False
RUN_S11_LATENT16_SEED42,10,870,2.296130895614624,1.5152989625930786,0.4866071343421936,3.6800594329833984,0.37606146383533623,0,9.458333015441895,,False,False
RUN_S11_LATENT16_SEED42,11,884,3.800595283508301,1.9495115280151367,0.6339285969734192,3.5208332538604736,-0.07945903980004676,12,12.604166984558105,,False,False
RUN_S11_LATENT16_SEED42,12,898,2.4583332538604736,1.5679073333740234,0.5297619104385376,3.2127976417541504,0.23483097039430967,0,8.854166984558105,,False,False
RUN_S11_LATENT16_SEED42,13,912,2.892857074737549,1.7008401155471802,0.523809552192688,2.9375,0.015197591578706815,7,7.5,,False,False
RUN_S11_LATENT16_SEED42,14,926,4.348214149475098,2.0852372646331787,0.7053571343421936,4.208333492279053,-0.033238966791173,4,7.729166507720947,57ac5335cde21c735dda,False,True
RUN_S11_LATENT16_SEED42,15,940,4.672618865966797,2.1616241931915283,0.7678571343421936,5.617559432983398,0.16821193941774792,4,8.729166984558105,,False,False
