fold_id,t_end,mse,mae,skill_vs_naive,mode,target_granularity,aux_source,run_type
0,730,540.5833129882812,6.660714149475098,0.0017615011519804824,S2_gru_ysmall_lag,drug,y_small_lag,manual
1,744,269.76934814453125,4.84970235824585,0.0049564185913424375,S2_gru_ysmall_lag,drug,y_small_lag,manual
2,758,225.86607360839844,5.252976417541504,0.014319390461690507,S2_gru_ysmall_lag,drug,y_small_lag,manual
3,772,79.95536041259766,3.190476179122925,0.0019689381085852276,S2_gru_ysmall_lag,drug,y_small_lag,manual
4,786,51.01339340209961,2.1979167461395264,0.002473367734314391,S2_gru_ysmall_lag,drug,y_small_lag,manual
5,800,49.91071319580078,2.622023820877075,-0.0027805294724705387,S2_gru_ysmall_lag,drug,y_small_lag,manual
6,814,42.06696319580078,2.608630895614624,-0.05026751454289191,S2_gru_ysmall_lag,drug,y_small_lag,manual
7,828,98.5014877319336,3.2872023582458496,-0.007151195694866663,S2_gru_ysmall_lag,drug,y_small_lag,manual
8,842,73.76934814453125,3.3348214626312256,0.006334056506135055,S2_gru_ysmall_lag,drug,y_small_lag,manual
9,856,217.5982208251953,5.5625,-0.009381028373337319,S2_gru_ysmall_lag,drug,y_small_lag,manual
10,870,40.41518020629883,2.608630895614624,-0.03023291928938754,S2_gru_ysmall_lag,drug,y_small_lag,manual
11,884,68.29017639160156,2.8705356121063232,-0.018600326828624336,S2_gru_ysmall_lag,drug,y_small_lag,manual
12,898,49.97172546386719,2.549107074737549,-0.03431175545126641,S2_gru_ysmall_lag,drug,y_small_lag,manual
13,912,39.97172546386719,2.126488208770752,-0.01684581371941274,S2_gru_ysmall_lag,drug,y_small_lag,manual
14,926,56.43006134033203,2.6145832538604736,-0.010849299027821058,S2_gru_ysmall_lag,drug,y_small_lag,manual
15,940,50.449405670166016,2.6488094329833984,-0.013240069851841785,S2_gru_ysmall_lag,drug,y_small_lag,manual
16,954,50.52827453613281,2.668154716491699,-0.005925044417518288,S2_gru_ysmall_lag,drug,y_small_lag,manual
17,968,73.24553680419922,3.299107074737549,-0.012236216450911996,S2_gru_ysmall_lag,drug,y_small_lag,manual
18,982,37.38541793823242,2.168154716491699,-0.014947762677134158,S2_gru_ysmall_lag,drug,y_small_lag,manual
19,996,87.18452453613281,2.9940476417541504,-0.0021895229144808237,S2_gru_ysmall_lag,drug,y_small_lag,manual
20,1010,62.269344329833984,2.4270832538604736,-0.0009807732508537725,S2_gru_ysmall_lag,drug,y_small_lag,manual
21,1024,129.82440185546875,3.639880895614624,0.011422096570071205,S2_gru_ysmall_lag,drug,y_small_lag,manual
22,1038,59.7336311340332,3.0520832538604736,0.0007965518614414524,S2_gru_ysmall_lag,drug,y_small_lag,manual
23,1052,72.40327453613281,2.8169643878936768,-0.01149636742245752,S2_gru_ysmall_lag,drug,y_small_lag,manual
24,1066,61.6875,2.6309523582458496,0.015741853397770567,S2_gru_ysmall_lag,drug,y_small_lag,manual
25,1080,87.51190185546875,3.3214285373687744,0.0003229892524585498,S2_gru_ysmall_lag,drug,y_small_lag,manual
26,1094,60.1086311340332,2.7752976417541504,-0.014670074332386207,S2_gru_ysmall_lag,drug,y_small_lag,manual
27,1108,51.162200927734375,2.513392925262451,-0.010908531221388351,S2_gru_ysmall_lag,drug,y_small_lag,manual
28,1122,62.41518020629883,2.733630895614624,-0.042917214309116325,S2_gru_ysmall_lag,drug,y_small_lag,manual
29,1136,74.97172546386719,2.513392925262451,0.11299497856661234,S2_gru_ysmall_lag,drug,y_small_lag,manual
30,1150,42.592262268066406,2.3035714626312256,0.0006634016897231199,S2_gru_ysmall_lag,drug,y_small_lag,manual
31,1164,92.28422546386719,3.3824405670166016,-0.03289473290956546,S2_gru_ysmall_lag,drug,y_small_lag,manual
32,1178,60.688987731933594,2.858630895614624,0.02858298109928281,S2_gru_ysmall_lag,drug,y_small_lag,manual
33,1192,25.76785659790039,1.8095238208770752,0.1209706153410911,S2_gru_ysmall_lag,drug,y_small_lag,manual
34,1206,29.519344329833984,1.7931547164916992,0.1888366596333102,S2_gru_ysmall_lag,drug,y_small_lag,manual
35,1220,39.87797546386719,1.726190447807312,0.02417884408317339,S2_gru_ysmall_lag,drug,y_small_lag,manual
36,1234,46.456844329833984,2.096726179122925,0.029803023066747314,S2_gru_ysmall_lag,drug,y_small_lag,manual
37,1248,15.7693452835083,1.2782738208770752,0.12181979228339768,S2_gru_ysmall_lag,drug,y_small_lag,manual
38,1262,19.827381134033203,1.6041666269302368,0.03519183845456331,S2_gru_ysmall_lag,drug,y_small_lag,manual
39,1276,23.8125,1.5892857313156128,0.02450625066171186,S2_gru_ysmall_lag,drug,y_small_lag,manual
40,1290,37.543155670166016,2.0252976417541504,-0.006864412883329729,S2_gru_ysmall_lag,drug,y_small_lag,manual
41,1304,36.82291793823242,1.944940447807312,0.023750311496737786,S2_gru_ysmall_lag,drug,y_small_lag,manual
42,1318,21.894344329833984,1.6264880895614624,-0.0495790781688461,S2_gru_ysmall_lag,drug,y_small_lag,manual
43,1332,26.577381134033203,1.8392857313156128,-0.018534366813248493,S2_gru_ysmall_lag,drug,y_small_lag,manual
44,1346,18.769344329833984,1.5610119104385376,-0.05345350463285259,S2_gru_ysmall_lag,drug,y_small_lag,manual
45,1360,27.23958396911621,1.3883928060531616,0.09214898930969406,S2_gru_ysmall_lag,drug,y_small_lag,manual
46,1374,35.34672546386719,2.061011791229248,-0.013612657539928907,S2_gru_ysmall_lag,drug,y_small_lag,manual
47,1388,23.686012268066406,1.9955357313156128,0.012102769125858837,S2_gru_ysmall_lag,drug,y_small_lag,manual
48,1402,173.51487731933594,5.824404716491699,-6.019565201287927,S2_gru_ysmall_lag,drug,y_small_lag,manual
49,1416,27.446428298950195,1.8095238208770752,0.04751083030483716,S2_gru_ysmall_lag,drug,y_small_lag,manual
50,1430,23.065475463867188,1.5744047164916992,0.03846153234520744,S2_gru_ysmall_lag,drug,y_small_lag,manual
51,1444,33.55208206176758,1.796130895614624,-0.023142828925488468,S2_gru_ysmall_lag,drug,y_small_lag,manual
52,1458,63.58481979370117,2.8824405670166016,0.029349626627220404,S2_gru_ysmall_lag,drug,y_small_lag,manual
53,1472,44.2023811340332,2.2291667461395264,-0.36213140841211033,S2_gru_ysmall_lag,drug,y_small_lag,manual
54,1486,50.282737731933594,2.6815476417541504,0.024904035147289116,S2_gru_ysmall_lag,drug,y_small_lag,manual
55,1500,26.45833396911621,1.913690447807312,-0.0881273536449374,S2_gru_ysmall_lag,drug,y_small_lag,manual
56,1514,69.82588958740234,3.0699405670166016,0.005025522789392944,S2_gru_ysmall_lag,drug,y_small_lag,manual
57,1528,47.80506134033203,1.9092261791229248,0.003536021780685572,S2_gru_ysmall_lag,drug,y_small_lag,manual
58,1542,25.703868865966797,1.7217261791229248,0.003691512788328244,S2_gru_ysmall_lag,drug,y_small_lag,manual
59,1556,28.33333396911621,1.9077380895614624,0.04637881972100011,S2_gru_ysmall_lag,drug,y_small_lag,manual
60,1570,28.956844329833984,1.8497023582458496,0.027682037193402453,S2_gru_ysmall_lag,drug,y_small_lag,manual
61,1584,39.363094329833984,2.050595283508301,-0.037129955547979376,S2_gru_ysmall_lag,drug,y_small_lag,manual
62,1598,46.05506134033203,2.3199405670166016,0.04025175761548583,S2_gru_ysmall_lag,drug,y_small_lag,manual
63,1612,77.74107360839844,2.6666667461395264,0.08792207761983639,S2_gru_ysmall_lag,drug,y_small_lag,manual
64,1626,61.775299072265625,2.688988208770752,-0.09840192049803909,S2_gru_ysmall_lag,drug,y_small_lag,manual
65,1640,71.3422622680664,2.904761791229248,-0.14894433446307254,S2_gru_ysmall_lag,drug,y_small_lag,manual
66,1654,60.55356979370117,2.675595283508301,-0.05685268089127726,S2_gru_ysmall_lag,drug,y_small_lag,manual
67,1668,58.130950927734375,2.767857074737549,-0.12143301528680928,S2_gru_ysmall_lag,drug,y_small_lag,manual
68,1682,70.3110122680664,2.876488208770752,-0.08961556423913875,S2_gru_ysmall_lag,drug,y_small_lag,manual
69,1696,48.54018020629883,2.4925594329833984,-0.09338657748074342,S2_gru_ysmall_lag,drug,y_small_lag,manual
70,1710,60.462799072265625,2.2574405670166016,-0.0005910762075445053,S2_gru_ysmall_lag,drug,y_small_lag,manual
71,1724,48.59375,2.6026785373687744,-0.014540066318917688,S2_gru_ysmall_lag,drug,y_small_lag,manual
72,1738,57.186012268066406,2.5669643878936768,0.0024142143382331893,S2_gru_ysmall_lag,drug,y_small_lag,manual
73,1752,53.345237731933594,3.110119104385376,-0.03192380366539016,S2_gru_ysmall_lag,drug,y_small_lag,manual
74,1766,95.16963958740234,3.2232143878936768,-0.007419274494500527,S2_gru_ysmall_lag,drug,y_small_lag,manual
75,1780,68.05803680419922,2.971726179122925,0.004050450262158889,S2_gru_ysmall_lag,drug,y_small_lag,manual
76,1794,61.22321319580078,2.9434523582458496,0.02222116350779524,S2_gru_ysmall_lag,drug,y_small_lag,manual
77,1808,59.5476188659668,2.610119104385376,-0.024475163285450297,S2_gru_ysmall_lag,drug,y_small_lag,manual
78,1822,192.57589721679688,6.328868865966797,-1.107053295919215,S2_gru_ysmall_lag,drug,y_small_lag,manual
79,1836,91.4047622680664,2.824404716491699,-0.0003582905391426028,S2_gru_ysmall_lag,drug,y_small_lag,manual
80,1850,136.16220092773438,4.793154716491699,-0.044818221361251354,S2_gru_ysmall_lag,drug,y_small_lag,manual
81,1864,102.25743865966797,3.858630895614624,-0.05195714717164046,S2_gru_ysmall_lag,drug,y_small_lag,manual
82,1878,106.25595092773438,3.735119104385376,-0.05786838212261247,S2_gru_ysmall_lag,drug,y_small_lag,manual
83,1892,71.4077377319336,2.824404716491699,-0.0024860909152448762,S2_gru_ysmall_lag,drug,y_small_lag,manual
84,1906,88.11309814453125,3.1517856121063232,-0.004154895245984891,S2_gru_ysmall_lag,drug,y_small_lag,manual
