seed,n_folds,mean_mse,median_mse,mean_mae,median_mae,mean_skill,median_skill
42,52,0.9218340819966323,0.8750248415898616,0.40291867910315493,0.3968677995391705,-0.11527691322019075,-0.030263830744006737
123,52,0.9233199247828784,0.8975338421658986,0.40758346995746186,0.3956149193548387,-0.11162206253760498,-0.03059686466320999
456,52,0.9294224399592342,0.9202109735023041,0.406487061325771,0.3949020737327189,-0.12003441901309587,-0.04862925814911945
789,52,0.9155903685528182,0.8694858870967742,0.40296354351293867,0.38963133640553,-0.10425602847204608,-0.029771610990872
1024,52,0.9075643748892237,0.8607538882488479,0.40207567130450195,0.3929291474654378,-0.09486996909307759,-0.0334803371304897
