fold_id,t_end,mse,mae,skill_vs_naive,mode,target_granularity,aux_source,run_type
0,730,541.5372314453125,6.617559432983398,0.0,S1_baseline,drug,none,manual
1,744,262.09820556640625,4.75,0.03325140924515246,S1_baseline,drug,none,manual
2,758,219.77975463867188,4.961309432983398,0.040880115125129235,S1_baseline,drug,none,manual
3,772,73.65922546386719,3.019345283508301,0.08055951935625671,S1_baseline,drug,none,manual
4,786,47.63839340209961,2.1205356121063232,0.06846882812958632,S1_baseline,drug,none,manual
5,800,49.00743865966797,2.5372023582458496,0.015367600650392,S1_baseline,drug,none,manual
6,814,39.44493865966797,2.230654716491699,0.015195427952314877,S1_baseline,drug,none,manual
7,828,90.16220092773438,3.0580356121063232,0.0781157669620719,S1_baseline,drug,none,manual
8,842,15808.0419921875,45.1726188659668,-211.93278788613105,S1_baseline,drug,none,manual
9,856,193.70387268066406,5.066964149475098,0.10145858056727419,S1_baseline,drug,none,manual
10,870,35.16071319580078,2.122023820877075,0.10370994227656194,S1_baseline,drug,none,manual
11,884,58.498512268066406,2.546130895614624,0.12744984910349721,S1_baseline,drug,none,manual
12,898,41.34077453613281,2.233630895614624,0.14433114555749593,S1_baseline,drug,none,manual
13,912,35.0148811340332,1.9255952835083008,0.10925198034771522,S1_baseline,drug,none,manual
14,926,48.51041793823242,2.299107074737549,0.131017744732433,S1_baseline,drug,none,manual
15,940,44.25297546386719,2.4166667461395264,0.11121077930405121,S1_baseline,drug,none,manual
16,954,42.78868865966797,2.4107143878936768,0.14815588033261784,S1_baseline,drug,none,manual
17,968,51.06547546386719,2.595238208770752,0.2942870524249013,S1_baseline,drug,none,manual
18,982,35.39881134033203,2.017857074737549,0.03898508154544311,S1_baseline,drug,none,manual
19,996,74.98213958740234,2.6339285373687744,0.13807736980819263,S1_baseline,drug,none,manual
20,1010,75.3422622680664,2.5982143878936768,-0.21112815230696036,S1_baseline,drug,none,manual
21,1024,114.53422546386719,3.358630895614624,0.12785267744893491,S1_baseline,drug,none,manual
22,1038,50.88243865966797,2.6770832538604736,0.148856227334357,S1_baseline,drug,none,manual
23,1052,76.92857360839844,2.809523820877075,-0.07471620937605028,S1_baseline,drug,none,manual
24,1066,66.6235122680664,2.5997023582458496,-0.06301494962671428,S1_baseline,drug,none,manual
25,1080,83.13690185546875,3.127976179122925,0.05030004185090098,S1_baseline,drug,none,manual
26,1094,48.8273811340332,2.425595283508301,0.17576425365185466,S1_baseline,drug,none,manual
27,1108,46.28571319580078,2.4017856121063232,0.08544547547138837,S1_baseline,drug,none,manual
28,1122,53.14583206176758,2.422619104385376,0.11196758636602955,S1_baseline,drug,none,manual
29,1136,84.1264877319336,2.6324405670166016,0.004683211009422705,S1_baseline,drug,none,manual
30,1150,39.72618865966797,2.1636905670166016,0.06790970648323891,S1_baseline,drug,none,manual
31,1164,77.50595092773438,3.0089285373687744,0.13251167163180144,S1_baseline,drug,none,manual
32,1178,41.2976188659668,2.2589285373687744,0.33897052322448884,S1_baseline,drug,none,manual
33,1192,31.627975463867188,1.8125,-0.07893800574299958,S1_baseline,drug,none,manual
34,1206,34.37797546386719,1.8214285373687744,0.055326124431184454,S1_baseline,drug,none,manual
35,1220,40.86606979370117,1.735119104385376,0.0,S1_baseline,drug,none,manual
36,1234,47.88393020629883,2.110119104385376,0.0,S1_baseline,drug,none,manual
37,1248,20.407737731933594,1.3839285373687744,-0.13648797957376235,S1_baseline,drug,none,manual
38,1262,23.73660659790039,1.617559552192688,-0.15503260961368714,S1_baseline,drug,none,manual
39,1276,27.738094329833984,1.5982142686843872,-0.1363081422491912,S1_baseline,drug,none,manual
40,1290,38.24553680419922,2.0044643878936768,-0.02570147001171197,S1_baseline,drug,none,manual
