label,seeds,mean_of_mean_mse,std_of_mean_mse,mean_of_mean_mae,mean_of_mean_skill,mean_of_p95_fold_mse,mean_of_max_fold_mse
blend_w0.55,5,0.9195462380361574,0.008310057970861361,0.4044056850407657,-0.10921187783021465,1.3070339645737319,2.432109158986175
pure_S04,5,0.9574430609712868,0.008957584691057235,0.4068227135767458,-0.17257101402692418,1.2993029953917044,4.574596774193549
pure_S11,5,0.9616946561503014,0.011214321267447428,0.41070874689826303,-0.17063909788725717,1.3365293778801839,3.4539746543778804
