seed,fold_id,t_end,mse,mae,naive_mse,skill
42,0,730,31.253939732142857,1.6715029761904763,31.675595238095237,0.013311683735788726
42,1,744,19.996566220238098,1.3432291666666667,20.769345238095237,0.03720767356881838
42,2,758,17.418582589285716,1.3618303571428572,18.230654761904763,0.04454432291241528
42,3,772,6.1383035714285725,0.8779761904761905,6.4523809523809526,0.048676199261992514
42,4,786,2.1645684523809523,0.5083333333333334,2.4017857142857144,0.09876703841387868
42,5,800,4.1527827380952385,0.6647321428571429,4.436011904761905,0.06384770211338475
42,6,814,3.3722135416666665,0.6898065476190476,3.5848214285714284,0.05930780406807801
42,7,828,5.478709077380953,0.7226934523809524,7.114583333333333,0.2299325454925747
42,8,842,4.402834821428572,0.6092261904761904,5.236607142857143,0.15921994884910484
42,9,856,9.724966517857142,0.9146577380952381,11.553571428571429,0.15827183153013913
42,10,870,2.7428831845238095,0.5542410714285714,3.6800595238095237,0.25466336433481596
42,11,884,3.1551934523809524,0.5941964285714286,3.5208333333333335,0.10385038038884198
42,12,898,2.2922619047619044,0.5101190476190476,3.212797619047619,0.28652153774895794
42,13,912,2.4637165178571427,0.5095982142857143,2.9375,0.1612879939209727
42,14,926,3.456886160714286,0.6264136904761904,4.208333333333333,0.17856170438472407
42,15,940,4.151469494047619,0.7203125,5.617559523809524,0.26098344370860926
42,16,954,2.200904017857143,0.5536458333333334,3.2782738095238093,0.32863935542442124
42,17,968,2.5412202380952382,0.531547619047619,3.2604166666666665,0.22058420812414414
42,18,982,2.8207886904761903,0.5482142857142857,4.241071428571429,0.3348877192982457
42,19,996,4.0031919642857146,0.6709821428571429,4.552083333333333,0.12058025498528924
42,20,1010,4.49642113095238,0.7339285714285714,5.586309523809524,0.19509989344698997
42,21,1024,2.3983258928571427,0.5428571428571429,2.8660714285714284,0.1632009345794393
42,22,1038,1.8750334821428571,0.4695684523809524,3.142857142857143,0.40339843750000004
42,23,1052,2.444122023809524,0.5366071428571428,3.361607142857143,0.2729305002213369
42,24,1066,4.887860863095238,0.7619791666666667,4.086309523809524,-0.19615531682447185
42,25,1080,4.750591517857143,0.7844494047619047,3.8050595238095237,-0.2484933515838874
42,26,1094,3.398895089285714,0.6630208333333334,4.398809523809524,0.22731478349120438
42,27,1108,2.453779761904762,0.5150297619047619,4.400297619047619,0.4423605005072708
42,28,1122,4.0965662202380955,0.6356398809523809,4.855654761904762,0.1563308305240576
42,29,1136,2.916781994047619,0.5548363095238096,4.465773809523809,0.34685854715094966
42,30,1150,4.7409375,0.70625,5.385416666666667,0.11967117988394582
42,31,1164,1.990014880952381,0.5251488095238095,3.2232142857142856,0.3825992613111726
42,32,1178,1.3343526785714286,0.3974702380952381,2.1413690476190474,0.37686935371785957
42,33,1192,1.2533556547619047,0.39211309523809523,2.5625,0.5108855981416958
42,34,1206,1.268404017857143,0.36495535714285715,2.2961309523809526,0.44759073233959823
42,35,1220,1.6490178571428573,0.46041666666666664,2.0654761904761907,0.2016282420749279
42,36,1234,2.188046875,0.45617559523809526,3.193452380952381,0.3148334109972041
42,37,1248,0.9878385416666666,0.3587053571428572,1.6339285714285714,0.3954212204007286
42,38,1262,1.2489471726190478,0.3786458333333333,2.130952380952381,0.4139018854748603
42,39,1276,1.4773028273809523,0.40141369047619047,2.3988095238095237,0.3841516749379653
42,40,1290,2.544985119047619,0.5180059523809524,3.4300595238095237,0.2580347071583514
42,41,1304,1.6055543154761902,0.4435267857142857,3.3363095238095237,0.5187633809099019
42,42,1318,2.746045386904762,0.6011160714285714,4.364583333333333,0.37083446982611656
42,43,1332,1.8674925595238097,0.4550595238095238,1.8080357142857142,-0.03288477366255149
